店名,場所,経度,緯度
ファミリーマート／高岡野村店,富山県高岡市野村 １２１９,137.04108,36.74763
ファミリーマート／富山五福店,富山県富山市五福 ３５１８−３３,137.18864,36.70219
ローソン／高岡中田店,富山県高岡市下麻生 １１２０,137.0218,36.68706
ローソン砺波高波店,富山県砺波市高波 １４２２,136.92763,36.68031
ローソン／高岡福岡新栄町店,富山県高岡市福岡町福岡新 ６９,136.93683,36.71177
ローソン／富山大泉店,富山県富山市大泉町２丁目 １−３,137.22269,36.68352
セブン‐イレブン／魚津持光寺店,富山県魚津市持光寺 ９３５−１,137.42113,36.84375
ローソン／射水海竜町店,富山県射水市海竜町 ２４−９,137.12868,36.77391
ローソン／富山上市久金店,富山県中新川郡上市町久金新 １７７,137.32414,36.72116
ローソン／富山荒川店,富山県富山市荒川２丁目 ７−７,137.24818,36.69846
セブン‐イレブン／富山天正寺店,富山県富山市天正寺 １０５８,137.25252,36.68461
ファミリーマート／富山中央通り二丁目店,富山県富山市砂町 ３−４,137.22058,36.69022
セブン‐イレブン／射水鷲塚店,富山県射水市鷲塚 ５９７−２,137.11943,36.72351
ファミリーマート／高岡赤丸店,富山県高岡市福岡町赤丸 ５６１−１,136.93745,36.73381
セブン‐イレブン／黒部沓掛店,富山県黒部市沓掛 ３３３４,137.45822,36.89157
セブン‐イレブン／射水作道店,富山県射水市作道 ３０３−１,137.09309,36.75434
セブン‐イレブン／魚津上村木店,富山県魚津市上村木２丁目 ９−２４,137.4127,36.82186
ファミリーマート／富山田尻店,富山県富山市田尻南 ９３−１,137.2059,36.73716
セブン‐イレブン／滑川柳原店,富山県滑川市柳原 ６５−１,137.3504,36.76527
ファミリーマート／射水鷲塚店,富山県射水市鷲塚 １８８−１,137.12436,36.71913
セブン‐イレブン／富山合同庁舎前店,富山県富山市牛島新町 ９−１,137.21736,36.70242
ファミリーマート／立山二ツ塚店,富山県中新川郡立山町二ツ塚 ２８７−１,137.31339,36.68491
セブン‐イレブン／小矢部芹川店,富山県小矢部市芹川 ３９１７,136.89452,36.68462
ローソン／砺波矢木店,富山県砺波市矢木 ２９６,136.97549,36.63514
立山サンダーバード,富山県中新川郡立山町横江 ６−１,137.3398,36.58096
セブン‐イレブン／氷見上泉店,富山県氷見市上泉 ５０,136.99586,36.82013
Ｙショップ大光寺店,富山県魚津市大光寺 ２８７,137.40761,36.81039
ローソン／滑川上梅沢店,富山県滑川市上梅沢 ４５１−１,137.34686,36.7468
セブン‐イレブン／高岡佐野店,富山県高岡市佐野 ９５２−３,136.99614,36.72444
セブン‐イレブン／小矢部津沢店,富山県小矢部市新西 ２０７−２,136.89748,36.62835
ファミリーマート／魚津吉島店,富山県魚津市吉島 ４１−１,137.41064,36.82666
ローソン／富山新富町店,富山県富山市新富町１丁目 １−１２,137.21187,36.69978
セブン‐イレブン／射水七美店,富山県射水市七美 ２８−３,137.1329,36.75445
セブン‐イレブン／砺波表町店,富山県砺波市表町 ２−１８,136.95422,36.63776
ファミリーマート／富山本町店,富山県富山市本町 ７−２,137.21555,36.69233
デイリーヤマザキ／越中境パーキングエリア上り店,富山県下新川郡朝日町境 １５６−１,137.60802,36.97226
ファミリーマート／黒部三日市店,富山県黒部市牧野 ２０２３,137.44084,36.86706
ファミリーマート／滑川柳原店,富山県滑川市清水町 ３７１−２,137.34383,36.76475
セブン‐イレブン／砺波千代店,富山県砺波市千代 １２８,136.9706,36.65979
ローソン／富山高木店,富山県富山市高木東 １８０,137.16521,36.72728
ファミリーマート／高岡姫野店,富山県高岡市放生津 １０−４,137.08279,36.76998
ローソン／富山新庄町南店,富山県富山市新庄町 ３０−２,137.25745,36.69638
ファミリーマート／魚津東町店,富山県魚津市東町 ２１−３０,137.41681,36.85482
ファミリーマート／氷見十二町店,富山県氷見市万尾 ８３４−２,136.95587,36.83531
セブン‐イレブン／富山上田島店,富山県富山市婦中町上田島 ２０−１,137.17831,36.66792
ローソン／富山山室中央店,富山県富山市山室 浦田割３６６−７,137.2384,36.66828
千里ショップ,富山県富山市婦中町小倉 ２０１,137.13316,36.63142
高木ストアー,富山県富山市中滝 １９８,137.29724,36.60916
ローソン／南砺福光店,富山県南砺市福光 １７０−１,136.87283,36.56201
Ｙショップ境店,富山県下新川郡朝日町境 １７７,137.62267,36.97582
ローソン／入善上野店,富山県下新川郡入善町上野 ７２５３−２,137.49765,36.9311
ローソン／富山北代店,富山県富山市北代 ３６９９−５,137.18448,36.7186
ローソン／富山藤木店,富山県富山市藤木 １９９４−２,137.27002,36.68517
ファミリーマート／富山大町店,富山県富山市大町 ３−１,137.22699,36.66354
ローソン／富山上赤江町店,富山県富山市上赤江町１丁目 １６−４３,137.23126,36.70856
ローソン／富山呉羽店,富山県富山市呉羽町 ６９４９−１,137.17407,36.71464
ローソン富山奥田町店,富山県富山市奥田町 １４−８,137.22205,36.70949
ローソン／富山下赤江店,富山県富山市下赤江町２丁目 ２−３４,137.23317,36.71702
ＨＳ戸出吉住店,富山県高岡市戸出吉住 ５６９−３,136.99313,36.67097
ローソン井口池尻店,富山県南砺市池尻 ２６３,136.92967,36.54883
ファミリーマート／高岡よつや店,富山県高岡市四屋 ７４４,137.00575,36.76264
ファミリーマート／高岡中曽根店,富山県高岡市中曽根 ２８９５,137.07559,36.76846
ファミリーマート／氷見島尾店,富山県氷見市島尾 ２９６,137.00758,36.82604
ファミリーマート／緑の丘公園前店,富山県高岡市赤祖父 ４６７,137.01982,36.7315
ファミリーマート／射水太閤山店,富山県射水市黒河 ４７３６−２,137.10744,36.70184
ファミリーマート／富山黒崎店,富山県富山市黒崎 １−１,137.20612,36.65331
ファミリーマート／射水新開発店,富山県射水市新開発 ３８３−１,137.07436,36.72666
ファミリーマート／富山八尾井田店,富山県富山市八尾町井田 ４２１８−１,137.14853,36.5974
ファミリーマート／黒部前沢店,富山県黒部市前沢 １５３０−１,137.45715,36.86435
ファミリーマート／高岡大坪三丁目店,富山県高岡市大坪町３丁目 ６−３,137.0182,36.7597
ファミリーマート／富山針原店,富山県富山市針原中町 ８３０−４,137.26921,36.73024
セブン‐イレブン／富山古沢店,富山県富山市古沢 ４１６−５,137.14369,36.69006
ファミリーマート朝日道下店,富山県下新川郡朝日町道下 １００８,137.56384,36.94963
ローソン／高岡北インター店,富山県高岡市五十里 １９４２,136.98416,36.77454
ローソン／富山古沢西店,富山県富山市古沢 ５０６−１,137.14369,36.69006
ローソン／富山萩原店,富山県富山市萩原 ５４６−１,137.19592,36.6655
ファミリーマート／水橋的場店,富山県富山市水橋的場 ２３０−３,137.29622,36.72763
セブン‐イレブン／富山石坂店,富山県富山市石坂 ２０２１−１,137.20235,36.71465
ローソン／滑川上小泉店,富山県滑川市上小泉 ２１８１−７,137.35269,36.75687
セブン‐イレブン／ＤＲ富山駅前ダイワロイネットホテル,富山県富山市桜町１丁目 ３,137.21446,36.69929
ファミリーマート／砺波安川店,富山県砺波市安川 ２３５,137.00856,36.62378
ローソン／小矢部野端店,富山県小矢部市野端 ７５１,136.85722,36.67145
ローソン／高岡守護町一丁目店,富山県高岡市守護町１丁目 ３４７−１,137.01019,36.76642
ローソン／婦中中名店,富山県富山市婦中町中名 １６６３−６,137.16455,36.64775
ローソン／氷見警察署前店,富山県氷見市窪 ６１９−１,136.98914,36.83769
ローソン／黒部駅前店,富山県黒部市天神新 ４４４−９,137.43607,36.87184
ファミリーマート／氷見漁港前店,富山県氷見市比美町 １９−２３,136.98886,36.85833
ファミリーマート／富山堀川町店,富山県富山市堀川町 ６９−１,137.22006,36.66068
ファミリーマート／福岡大滝西店,富山県高岡市福岡町大滝 ２１３−１,136.91989,36.70317
ファミリーマート／福野二日町店,富山県南砺市二日町 ４３０,136.91739,36.59544
ファミリーマート／富山大久保店,富山県富山市 下大久保十番割２４２３−１,137.20901,36.61304
ファミリーマート／黒部宇奈月店,富山県黒部市宇奈月町浦山 ５２２−１,137.51968,36.86935
ファミリーマート／富山総曲輪店,富山県富山市総曲輪３丁目 １−１１,137.21225,36.68983
ファミリーマート／高岡市役所前店,富山県高岡市中川１丁目 ７−２５,137.02698,36.75388
セブン‐イレブン／富山赤田北店,富山県富山市赤田 ８２４−１,137.21342,36.65646
ファミリーマート／富山太田店,富山県富山市太田 ３９７−１,137.24298,36.66211
ローソン／富山大島店,富山県富山市大島１丁目 １１,137.27437,36.67233
ローソン／富山中川原店,富山県富山市中川原 １２６−１,137.24544,36.67442
セブン‐イレブン／富山経堂店,富山県富山市天正寺 １０１２−１,137.2511,36.6885
セブン‐イレブン／富山本郷西部店,富山県富山市本郷西部 １４−１,137.14758,36.72547
セブン‐イレブン／南砺やかた店,富山県南砺市やかた ３９３,136.91873,36.59069
ローソン／高岡野村北店,富山県高岡市野村 １８５３,137.04108,36.74763
セブン‐イレブン上市町正印店,富山県中新川郡上市町正印 ２９３−１,137.34663,36.70355
ローソン／富山大広田店,富山県富山市中田２丁目 ９８−１,137.24565,36.74535
ローソン／富山大学前店,富山県富山市五福 ３４２０,137.19145,36.70114
ファミリーマート／小矢部川サービスエリア上り店,富山県小矢部市浅地 １７１−１,136.87566,36.63382
ローソン／新湊七美店,富山県射水市七美中野 ７３,137.13631,36.7585
セブン‐イレブン／富山安養寺店,富山県富山市安養寺 ５１１−１,137.20943,36.62679
ローソン／富山吉岡店,富山県富山市吉岡 ６５９−２,137.23216,36.63138
セブン‐イレブン／射水新湊郵便局前店,富山県射水市本町３丁目 １６−１,137.08012,36.78179
ローソン／婦中千里店,富山県富山市婦中町千里 ９９２−１,137.1284,36.62979
ローソン富山環状上飯野店,富山県富山市上飯野 ５−１,137.24915,36.70387
ローソン／高岡蓮花寺北店,富山県高岡市蓮花寺 ８０１,137.04263,36.74558
ローソン／富山清水町店,富山県富山市清水町６丁目 ５−２,137.22586,36.68718
セブン‐イレブン／富山問屋町店,富山県富山市上冨居１丁目 ８−８８,137.24458,36.7044
ローソン／富山総曲輪店,富山県富山市総曲輪４丁目 ４−１,137.20976,36.69054
